feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,V13_avg_t,V13_std_t,V13_max_t,V13_min_t,feat_mutual_info
V8_norm_group_by_V1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.824390243902439,2.062059175395228,2050.0,2050.0,2050.0,0.0,0.9999999999999999,0.0,0.5417395306028532,0.2254505436808096,2.9931826951186334e-15,2.9931826951186334e-15,2.9931826951186334e-15,0.0,-14.465951055827059,52.904012644429706,95.70829982213125,-107.67457730641044,0.06372275562360284
V9_norm_group_by_V1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.824390243902439,2.062059175395228,2050.0,2050.0,2050.0,0.0,1.0,0.0,0.2731707317073171,0.44558779499197027,-2.605599698311389e-16,-2.605599698311389e-16,-2.605599698311389e-16,0.0,-17.64955244025829,52.309036252245726,93.12113178728448,-108.26828332057741,0.05821975656383541
V10_norm_group_by_V1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.824390243902439,2.062059175395228,2050.0,2050.0,2050.0,0.0,1.0,0.0,0.14329268292682926,0.22319905191494144,1.4467592530013686e-16,1.4467592530013686e-16,1.4467592530013686e-16,0.0,-19.023358983171835,51.832828671441,92.11457858654077,-108.26935448345083,0.05929593024047068
V11_norm_group_by_V1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.824390243902439,2.062059175395228,2050.0,2050.0,2050.0,0.0,1.0,0.0,0.3142276422764227,0.4320424953944814,-4.917701217038012e-16,-4.917701217038012e-16,-4.917701217038012e-16,0.0,-17.162508215988446,52.48101333632109,93.77135284066497,-108.21696291207076,0.060596222996526984
V13_norm_group_by_V1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.824390243902439,2.062059175395228,1025.0,1025.0,1025.0,0.0,1.0,0.0,0.06128048780487805,0.2277408413938669,1.389199029634282e-16,1.389199029634282e-16,1.389199029634282e-16,0.0,-19.82482381373274,51.51404865310343,91.29719324975082,-108.23571387998376,0.012297730909609405
V1_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,66.0,28.0,48.204878048780486,7.881251331235638,2.5127001876787854e-15,2.5127001876787854e-15,2.5127001876787854e-15,0.0,585.4553046006176,590.5472579498197,1860.9041201288344,-69.35855865022376,0.046914690846918676
V2_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.7219512195121951,0.4480375611006842,,,,,-14.602687169144483,54.59091584794212,91.08756503536709,-107.92810145361541,0.046914690846918676
V3_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,4.0,1.0,2.951219512195122,0.9563961703923879,5.266788859966834e-16,5.266788859966834e-16,5.266788859966834e-16,0.0,16.405462199825077,73.33801407516953,118.49186666810894,-106.00197686459852,0.046914690846918676
V4_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,200.0,98.0,133.97073170731707,17.66901993089212,-3.376307008989654e-16,-3.376307008989654e-16,-3.376307008989654e-16,0.0,740.416748922987,503.659432699264,1630.9133321352826,-16.157921871592023,0.046914690846918676
V5_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,603.0,-9.0,236.45853658536586,90.69845233737455,1.2697187304716093e-15,1.2697187304716093e-15,1.2697187304716093e-15,0.0,404.2064822441486,166.63623797719995,543.5121551730202,55.596287978965584,0.046914690846918676
V6_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,-9.0,-0.08780487804878048,1.2886360953805645,5.779233510342171e-16,5.779233510342171e-16,5.779233510342171e-16,0.0,-24.02999897997358,52.7335715243756,88.89596355197239,-108.42028680822884,0.046914690846918676
V7_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,2.0,-9.0,0.18048780487804877,0.7973185280784165,4.2715975219598037e-16,4.2715975219598037e-16,4.2715975219598037e-16,0.0,-19.9675728690958,53.707402136782925,92.49581089726452,-108.13346808265342,0.04691469084691868
V8_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,188.0,82.0,139.42439024390245,23.89775763016582,-1.657550919270427e-15,-1.657550919270427e-15,-1.657550919270427e-15,0.0,1246.094614636918,952.0019202420314,2956.084160216294,-15.274628827744571,0.04691469084691868
V9_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.2731707317073171,0.44558779499197027,9.061514826645817e-16,9.061514826645817e-16,9.061514826645817e-16,0.0,-19.14054275470844,53.99707831107642,93.05630317472719,-108.09669447314582,0.046914690846918676
V10_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,4.0,0.0,0.573170731707317,0.8927962076597658,2.7803678156324633e-16,2.7803678156324633e-16,2.7803678156324633e-16,0.0,-15.525072289061582,55.195547243701874,95.87984336878436,-107.86942386392795,0.046914690846918676
V11_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,3.0,-9.0,-5.229268292682927,5.184509944733777,-1.0983959030975227e-15,-1.0983959030975227e-15,-1.0983959030975227e-15,0.0,-80.33533015202991,57.68154729110128,37.26594839697221,-166.63400753747078,0.04691469084691868
V12_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,9.0,-9.0,-8.86829268292683,1.3993794834593465,-1.8634907541160937e-15,-1.8634907541160937e-15,-1.8634907541160937e-15,0.0,-121.55727991817385,81.43386752335311,-3.3259988792743735,-278.06378567133294,0.04691469084691868
V13_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,7.0,-9.0,-8.019512195121951,3.6438534623018706,-1.0189677419020368e-15,-1.0189677419020368e-15,-1.0189677419020368e-15,0.0,-117.21811805270791,83.09934861896727,8.673604095679597,-265.06154170671215,0.04691469084691868
V1_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,0.9999999999999999,0.0,0.5317073170731708,0.20740135082199043,9.436367032946812e-15,9.436367032946812e-15,9.436367032946812e-15,0.0,-14.659011786127936,53.09998970673692,95.92927677677308,-107.86745198526128,0.046914690846918676
V2_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.7219512195121951,0.4480375611006842,,,,,,,,,0.046914690846918676
V3_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.6504065040650405,0.3187987234641293,-4.789486119532339e-15,-4.789486119532339e-15,-4.789486119532339e-15,0.0,-13.42554924726699,53.51802747051456,96.73634327185668,-107.80250667971946,0.046914690846918676
V4_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,0.9999999999999999,0.0,0.35265423242467714,0.17322568559698154,-3.5873261970515075e-15,-3.5873261970515075e-15,-3.5873261970515075e-15,0.0,-16.689460930059955,52.42459704631637,94.02137261623076,-108.01976817633235,0.046914690846918676
V5_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.4010760401721664,0.14820008551858585,4.5007971593603015e-15,4.5007971593603015e-15,4.5007971593603015e-15,0.0,-16.133410631978204,52.60230186767289,94.54571745490848,-107.97786458456986,0.046914690846918676
V6_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.8912195121951222,0.12886360953805648,1.4881526289131084e-13,1.4881526289131084e-13,1.4881526289131084e-13,0.0,-10.666581699174229,54.612480839781384,99.55179291522744,-107.58104532634489,0.046914690846918676
V7_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.8345898004434589,0.07248350255258332,-2.81818646511298e-13,-2.81818646511298e-13,-2.81818646511298e-13,0.0,-11.296832857410996,54.362162897827986,99.04842567590728,-107.61989271864495,0.04691469084691868
V8_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,0.9999999999999999,0.0,0.5417395306028532,0.2254505436808096,1.660917819575195e-14,1.660917819575195e-14,1.660917819575195e-14,0.0,-14.535353086367646,53.14362300804617,96.06827196627458,-107.85565906928275,0.04691469084691868
V9_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.2731707317073171,0.44558779499197027,9.061514826645817e-16,9.061514826645817e-16,9.061514826645817e-16,0.0,-17.66819331203856,52.128828878431094,93.05630317472719,-108.09669447314582,0.046914690846918676
V10_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.14329268292682926,0.22319905191494144,2.7803678156324633e-16,2.7803678156324633e-16,2.7803678156324633e-16,0.0,-19.03567087517475,51.730466456392534,91.8807306910931,-108.1895542249865,0.046914690846918676
V11_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.3142276422764227,0.4320424953944814,-9.13340071597397e-16,-9.13340071597397e-16,-9.13340071597397e-16,0.0,-17.033227773878917,52.31022116151064,93.77452220492525,-108.03639665543496,0.04691469084691868
V12_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.007317073170731708,0.07774330463663037,-9.98298618276479e-17,-9.98298618276479e-17,-9.98298618276479e-17,0.0,-20.435407814583428,51.33900169073985,90.62210934505883,-108.28655714464637,0.04691469084691868
V13_norm_group_by_V2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,8.21951219512195,4.480375611006842,200.0486377846271,200.0486377846271,200.0486377846271,0.0,1.0,0.0,0.06128048780487805,0.2277408413938669,-6.793118279346912e-17,-6.793118279346912e-17,-6.793118279346912e-17,0.0,-19.86292859367182,51.49337969808987,91.14785869191843,-108.24569242980056,0.04691469084691868
