feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,db5_avg_t,db5_std_t,db5_max_t,db5_min_t,feat_mutual_info
thetad6_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,2.3558619999999997,-2.3561330000000003,0.010837556853854197,1.363959620092535,-4.133087931226183e-16,-4.133087931226183e-16,-4.133087931226183e-16,0.0,-76.3947538447509,79.45554993372241,1.711634966567105,-159.81110395222382,0.006687779795297953
tau4_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,74.99699100000001,-74.96029200000001,0.23238862800837118,43.45410753031278,-7.274850436086911e-14,-7.274850436086911e-14,-7.274850436086911e-14,0.0,-0.7624228493701699,1.230321999323595,1.4993645405411276,-2.0301717183296755,0.07419868537321037
tau5_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,74.995852,-74.975911,-0.9673496144053016,43.27082033910429,1.597185951816804e-15,1.597185951816804e-15,1.597185951816804e-15,0.0,-59.418112917549436,36.53781712281008,-1.6448259848666513,-96.41396845060213,0.026844784828000838
dm1_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,2.49998,0.250265,1.3904946349843041,0.6492552875959113,1.7729808781754277e-15,1.7729808781754277e-15,1.7729808781754277e-15,0.0,31.04791058288382,36.95524015990398,79.30961939323757,-0.15845285147925184,0.01941667265624614
dm2_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,2.499139,0.250417,1.3768267275898152,0.6463492933975972,-2.252811230615847e-15,-2.252811230615847e-15,-2.252811230615847e-15,0.0,29.9825883983697,37.2128470383679,78.53700787609729,-1.7436421322944038,0.05300636875520178
dm4_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,2.499998,0.25007399999999996,1.379125874258807,0.647647524425043,-1.0926407844566593e-14,-1.0926407844566593e-14,-1.0926407844566593e-14,0.0,30.16603375676419,37.17457018923632,78.7011575634819,-1.4784873303418908,0.02468167542109762
dm5_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,2.499663,0.25014899999999995,1.3751643985001745,0.6477355080420077,-4.173409172621428e-14,-4.173409172621428e-14,-4.173409172621428e-14,0.0,29.848963605609818,37.23996445316579,78.4698880656093,-1.9387697636400425,0.01189345613467482
da2_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,2.4996680000000002,0.250579,1.3698860345308685,0.6538878286873044,9.72781649138853e-15,9.72781649138853e-15,9.72781649138853e-15,0.0,29.44580427786705,37.352377296721215,78.16557380479566,-2.5511343065331586,0.041185077231975585
da4_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,2.499966,0.250166,1.3781214780258109,0.65203111989857,-4.95355053492158e-14,-4.95355053492158e-14,-4.95355053492158e-14,0.0,30.089390576551338,37.19579244958933,78.65743027687084,-1.5966272571068079,0.04209669971957544
da5_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,2.499789,0.250662,1.3765674724450645,0.6533815071021564,-3.920268017521175e-14,-3.920268017521175e-14,-3.920268017521175e-14,0.0,29.959928043390303,37.21519719513452,78.55751631882174,-1.7756304872819801,0.02027702532027178
db1_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,2.499978,0.250054,1.380293198639693,0.6481298258965419,4.778267574556681e-15,4.778267574556681e-15,4.778267574556681e-15,0.0,30.257411339797315,37.152661021434696,78.7706452149813,-1.3435363590733365,0.03257617874219044
db3_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,2.499404,0.250241,1.3716392661318453,0.6527113371304104,6.4709993999089725e-16,6.4709993999089725e-16,6.4709993999089725e-16,0.0,29.58018252228976,37.316091637926924,78.29075788138447,-2.348551333944667,0.014469867768483921
db4_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,2.499529,0.250109,1.3734095120334844,0.654766752373516,5.366135066776076e-14,5.366135066776076e-14,5.366135066776076e-14,0.0,29.710566036453113,37.27149096175076,78.35291153646476,-2.1396044157947323,0.012391012860534801
db5_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,2.499654,0.25143899999999997,1.3835017950819672,0.6454556267694328,1.9129723323448817e-14,1.9129723323448817e-14,1.9129723323448817e-14,0.0,30.50567438612248,37.08950768643231,78.95642093499113,-0.9704099364610694,0.030872820628651206
theta2_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.0,0.0,0.5004311524643186,0.2906528231720171,3.6678768691980496e-14,3.6678768691980496e-14,3.6678768691980496e-14,0.0,-37.34927942033203,61.72634231988067,28.94354760214797,-103.80037799867003,0.04112508231096296
theta3_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5010440793382921,0.28920843083378533,1.493751681269374e-14,1.493751681269374e-14,1.493751681269374e-14,0.0,-37.30037535117813,61.70276003046307,28.981609119553177,-103.6979033258816,0.03722269753641056
theta4_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.0,0.0,0.4973335317706167,0.2878197778418924,-3.164048266116524e-14,-3.164048266116524e-14,-3.164048266116524e-14,0.0,-37.58841106249981,61.84137548951769,28.773954043699728,-104.15497675149626,0.028079164299285683
theta5_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.49961913154537646,0.28765682055859143,3.26433096017339e-16,3.26433096017339e-16,3.26433096017339e-16,0.0,-37.41418923029611,61.75804180976068,28.90320235615689,-103.9307641505574,0.03849458041480109
theta6_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.0000000000000002,0.0,0.4964707438279983,0.2906827553149962,7.751562337970657e-15,7.751562337970657e-15,7.751562337970657e-15,0.0,-37.65600675569204,61.87356659323458,28.7266474744866,-104.29473171903204,0.03740119492856408
thetad1_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57339.99999999999,57339.99999999999,57339.99999999999,0.0,1.0,0.0,0.5002740887152544,0.28795132946783913,4.083996463821543e-14,4.083996463821543e-14,4.083996463821543e-14,0.0,-37.36684376242479,61.738021122734004,28.9401025292399,-103.85933571006,0.010380207573231921
thetad3_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.4976898678656998,0.2839168162605147,-2.694444761730992e-14,-2.694444761730992e-14,-2.694444761730992e-14,0.0,-37.564897714728474,61.83120553925118,28.798504024040152,-104.0926689318268,0.009080084262817246
thetad4_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,0.9999999999999998,0.0,0.5015902434246399,0.2879881794195174,1.7361086728000644e-14,1.7361086728000644e-14,1.7361086728000644e-14,0.0,-37.26395138637342,61.687246735174526,29.012908944889233,-103.5925487794195,0.009406971878427896
thetad6_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5023287496811552,0.2894654217783625,-3.2133897949721896e-14,-3.2133897949721896e-14,-3.2133897949721896e-14,0.0,-37.20217910707133,61.65647240618823,29.057207272705007,-103.51257491221547,0.006687779795297953
tau4_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,1.0,0.0,0.5014273339962312,0.28977657277447993,2.964119915731435e-14,2.964119915731435e-14,2.964119915731435e-14,0.0,-33.342306303987684,57.05485977735928,28.338760528538497,-94.57376982326463,0.07419868537321037
tau5_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,0.9999999999999998,0.0,0.4934833058246751,0.2885264497364366,4.674306711866275e-14,4.674306711866275e-14,4.674306711866275e-14,0.0,-37.877336783447674,61.97013926619943,28.55361993566984,-104.54925052202375,0.026844784828000838
dm1_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.0000000000000002,0.0,0.5068329254969204,0.2885944608965631,-5.398992626194785e-14,-5.398992626194785e-14,-5.398992626194785e-14,0.0,-36.864483084595854,61.50003019028489,29.307109619155266,-103.16149248067889,0.01941667265624614
dm2_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5009110630793024,0.2874296126411345,3.6768964181609965e-15,3.6768964181609965e-15,3.6768964181609965e-15,0.0,-37.30923782336733,61.70472463603215,28.971468456921247,-103.7257837539887,0.05300636875520178
dm4_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.0,0.0,0.5018177832934834,0.2878530672258454,-4.7312194022926815e-14,-4.7312194022926815e-14,-4.7312194022926815e-14,0.0,-37.2476833463066,61.68090500982097,29.027350022157982,-103.63141840369234,0.02468167542109762
dm5_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0000000000000002,0.0,0.5001148685894706,0.28794464406178744,-7.256141295502287e-15,-7.256141295502287e-15,-7.256141295502287e-15,0.0,-37.37689495727804,61.73878043859016,28.93014462351882,-103.79122808948074,0.01189345613467482
da2_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.4976712947023743,0.2907345279298882,-3.156672140345761e-14,-3.156672140345761e-14,-3.156672140345761e-14,0.0,-37.56038708403777,61.82606045815884,28.790607116343672,-104.12807505155442,0.041185077231975585
da4_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5013581109546675,0.28981737038784333,-6.009605749383864e-14,-6.009605749383864e-14,-6.009605749383864e-14,0.0,-37.28364495303462,61.698851097983656,29.003635350371216,-103.65241235886997,0.04209669971957544
da5_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0000000000000002,0.0,0.5005966637033235,0.29050449667900324,7.920107270884033e-15,7.920107270884033e-15,7.920107270884033e-15,0.0,-37.34379733079575,61.725945119230204,28.958924059430654,-103.79142857087662,0.02027702532027178
db1_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,0.9999999999999999,0.0,0.5023455008434476,0.2880674306761214,3.3881116515738e-14,3.3881116515738e-14,3.3881116515738e-14,0.0,-37.21279764433935,61.66711957535617,29.057131278250495,-103.55998076960297,0.03257617874219044
db3_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.000000000015,57340.000000000015,57340.000000000015,0.0,1.0,0.0,0.4985847029014105,0.29020188271388525,5.231473932151922e-14,5.231473932151922e-14,5.231473932151922e-14,0.0,-37.498841592431596,61.80078382971783,28.84606867020905,-104.01296655646966,0.014469867768483921
db4_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.4993733993800555,0.2910824800942092,6.69697458541656e-14,6.69697458541656e-14,6.69697458541656e-14,0.0,-37.431978757019436,61.76381172103829,28.886052772721353,-103.94873340331581,0.012391012860534801
db5_norm_group_by_tau4_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.515172654342519,2.889554573442785,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.0000000000000002,0.0,0.5035384939082638,0.28709693101835576,-3.491311996869759e-14,-3.491311996869759e-14,-3.491311996869759e-14,0.0,-37.11872431234977,61.62108781131345,29.12624609709518,-103.42713144647514,0.030872820628651206
theta1_x_tau4_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99699100000001,-74.96029200000001,0.11728791149284967,30.74181674510657,0.4049253890261737,0.12233208200243118,0.26362873551430244,0.14129665351187126,-0.79295856538599,1.2248423000015063,1.4963014489104172,-2.0147883121134935,0.07467056997578603
theta1_x_tau4_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99699100000001,-74.96029200000001,0.11728791149284967,30.74181674510657,-0.4029998080567803,-0.40492538902617375,-0.40396259854147704,0.0009627904846967184,-1.5721955976773216,1.2565071496338542,0.9024788549456878,-2.8253699589793535,0.07258154587978963
theta1_x_tau4_disc_op_sum,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355593,-2.355515,0.0021871949773282053,1.3537488591160227,144.51708149124974,144.51708149124974,144.51708149124974,0.0,90.64222392847134,37.09283535119197,121.20572252664633,8.732152361245113,0.05375044074333477
theta1_x_tau4_disc_op_sub,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355593,-2.355515,0.0021871949773282053,1.3537488591160227,-144.51708149124974,-144.51708149124974,-144.51708149124974,0.0,-121.99238854254558,52.56469694028551,-7.923597213071879,-161.1508919713209,0.05617447601202634
theta1_x_tau4_disc_op_mul,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355593,-2.355515,0.0021871949773282053,1.3537488591160227,0.2587404302062197,0.2587404302062197,0.2587404302062197,0.0,-5.736587284240806,6.141954642111908,1.708128289558138,-12.18115669294982,0.02481020016375001
theta1_x_tau4_disc_op_div,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355593,-2.355515,0.0021871949773282053,1.3537488591160227,-0.3192535686225314,-0.3192535686225314,-0.3192535686225314,0.0,-59.950137563174785,61.91951690993031,1.6889964527510763,-125.27660375189757,0.020753485670317203
theta1_x_tau4_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355593,-2.355515,0.2518072644867797,1.010254124933589,131.01942946244492,0.12233208200243,65.57088077222367,65.44854869022124,-13.809645816749843,29.199942076333738,20.259794065287025,-43.76001601030398,0.0051298479517085825
theta1_x_tau4_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355593,-2.355515,0.2518072644867797,1.010254124933589,-51.53740336707824,-131.01942946244492,-91.27841641476158,39.74101304768334,-52.021880624282,40.17469227392192,0.8187010527100324,-93.82869106806264,0.0072712412592021896
theta1_x_tau4_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355593,-2.355515,0.2518072644867797,1.010254124933589,0.06931422773131102,-44.94867546874532,-22.439680620507005,22.508994848238316,-49.29385464836363,51.08985921237962,1.6975116509560222,-103.30911851481034,0.027457666567861694
theta2_x_tau4_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99699100000001,-74.96029200000001,0.11724218006627135,30.7421616111924,0.404925389026174,0.11588400922837523,0.2604046991272746,0.14452068989889938,-0.7937616646022349,1.2257568409073807,1.4964000659831491,-2.0165637185289276,0.07445429002137259
theta2_x_tau4_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99699100000001,-74.96029200000001,0.11724218006627135,30.7421616111924,-0.40291755757316333,-0.4049253890261738,-0.40392147329966854,0.001003915726505239,-1.5710780960284325,1.2555073544815012,0.9017799999142865,-2.8232890629430076,0.07335195615791236
theta2_x_tau4_disc_op_sum,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355649,-2.3555200000000003,0.002095732124171607,1.369314570290489,144.51708149124974,144.51708149124974,144.51708149124974,0.0,91.38065616309797,37.448011489189994,121.9282830961549,8.72804927930758,0.05592285406983676
theta2_x_tau4_disc_op_sub,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355649,-2.3555200000000003,0.002095732124171607,1.369314570290489,-144.51708149124974,-144.51708149124974,-144.51708149124974,0.0,-120.72459496379862,51.93930504233974,-7.9192106570719405,-159.40869757562774,0.054509442880219534
theta2_x_tau4_disc_op_mul,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355649,-2.3555200000000003,0.002095732124171607,1.369314570290489,-0.7872557387995281,-0.7872557387995281,-0.7872557387995281,0.0,-6.45431848791728,6.196453070687583,1.5297326501721047,-12.974544678330208,0.025994581797303812
theta2_x_tau4_disc_op_div,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355649,-2.3555200000000003,0.002095732124171607,1.369314570290489,0.24222048991231904,0.24222048991231904,0.24222048991231904,0.0,-59.04329406078909,61.26647074222197,1.701742505276362,-125.15245891241265,0.01966478498487197
theta2_x_tau4_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355649,-2.3555200000000003,0.25176153306020144,1.0207004650858176,131.01942946244492,0.11588400922837691,65.56765673583665,65.45177272660827,-13.713621701731892,29.134143262567196,20.44975075531585,-44.03567730650553,0.009559621368645453
theta2_x_tau4_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355649,-2.3555200000000003,0.25176153306020144,1.0207004650858176,-50.58455123376482,-131.01942946244492,-90.80199034810487,40.217439114340046,-51.44132169626855,39.62685272204131,0.8181079922272907,-93.20007605490305,0.007120813168451418
theta2_x_tau4_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355649,-2.3555200000000003,0.25176153306020144,1.0207004650858176,-0.8934757189734313,-45.34173633925807,-23.117606029115752,22.22413031014232,-49.619071495771465,51.0748470113393,1.679527412092884,-104.27105403764243,0.0279860021485944
theta3_x_tau4_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99699100000001,-74.96029200000001,0.11868565338332751,30.742007180801885,0.40492538902617403,0.2768750403647408,0.3409002146954574,0.06402517433071661,-0.7877686059551886,1.2242766655910526,1.4990790112565762,-2.009055445240822,0.07354138569557221
theta3_x_tau4_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99699100000001,-74.96029200000001,0.11868565338332751,30.742007180801885,-0.4006514903293278,-0.404925389026174,-0.4027884396777509,0.002136949348423095,-1.5680346870995443,1.2569676868809463,0.9058821500342602,-2.8217518148518645,0.07258066386391936
theta3_x_tau4_disc_op_sum,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355813,-2.355686,0.00498267875828392,1.362605232664949,144.51708149124974,144.51708149124974,144.51708149124974,0.0,90.17920334933699,36.88994436949699,120.26865844569778,8.73630124721183,0.05586747121795789
theta3_x_tau4_disc_op_sub,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355813,-2.355686,0.00498267875828392,1.362605232664949,-144.51708149124974,-144.51708149124974,-144.51708149124974,0.0,-122.46732883748545,52.77944812679669,-7.9151517948584384,-161.76777460878353,0.055200429982082744
theta3_x_tau4_disc_op_mul,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355813,-2.355686,0.00498267875828392,1.362605232664949,0.9681272539475044,0.9681272539475044,0.9681272539475044,0.0,-5.1753723368869675,6.05215749732358,1.82178955346656,-11.532208198436647,0.021690521811371363
theta3_x_tau4_disc_op_div,2,1,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355813,-2.355686,0.00498267875828392,1.362605232664949,-0.43183811503385516,-0.43183811503385516,-0.43183811503385516,0.0,-59.99375343788236,62.02414178549391,1.6911118090367032,-126.50666349421984,0.01796477651619291
theta3_x_tau4_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355813,-2.355686,0.25320500637725757,1.0158474614999993,131.01942946244492,0.2768750403647419,65.64815225140482,65.3712772110401,-13.571486832273935,29.01009320513463,20.3206309795338,-43.664615623662286,0.007078634734191102
theta3_x_tau4_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355813,-2.355686,0.25320500637725757,1.0158474614999993,-51.36956469892189,-131.01942946244492,-91.1944970806834,39.82493238176151,-51.80329013577075,40.0264242336014,0.8231941343843842,-93.8127453234832,0.00560025183383059
