feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,tau2_avg_t,tau2_std_t,tau2_max_t,tau2_min_t,feat_mutual_info
tau1_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,0.599955,-0.599783,0.004016043948378096,0.34566318340530405,1.2912161033999745e-15,1.2912161033999745e-15,1.2912161033999745e-15,0.0,0.41663367821115255,1.1968350255344098,1.92425374285218,-1.0443474153873609,0.0005025823416460093
tau2_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,0.599912,-0.599707,-0.004202044645971399,0.3469381386387554,6.089539862733167e-16,6.089539862733167e-16,6.089539862733167e-16,0.0,-0.5874679239142875,1.1690676193777332,1.3546248113200146,-1.7989130573162664,0.00017849061145413744
theta1_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5039697442824342,0.28669413872419097,2.6908798673749656e-13,2.6908798673749656e-13,2.6908798673749656e-13,0.0,48.257418268614586,21.57874697142986,86.11220699417075,32.33118946141819,0.002283815428829416
theta2_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.0,0.0,0.5050968552168252,0.2904899552397324,-5.089504445062221e-15,-5.089504445062221e-15,-5.089504445062221e-15,0.0,53.870918716542555,32.67201323863949,111.13558976117992,33.63613516617947,0.00017849061145413744
theta3_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5012917706337474,0.2871525932483847,8.176008781655226e-15,8.176008781655226e-15,8.176008781655226e-15,0.0,53.44662832309243,32.36550723788891,110.18089280776006,33.35930015890826,0.0005157326925871929
thetad1_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.49506825016025013,0.2897651632068923,-1.0735659517665036e-14,-1.0735659517665036e-14,-1.0735659517665036e-14,0.0,52.824419378233856,32.01992696206298,108.96943725291278,32.93143161073275,0.00026289889187021447
thetad2_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,1.0000000000000002,0.0,0.49401611541429385,0.28995857268225617,5.3314333053372516e-14,5.3314333053372516e-14,5.3314333053372516e-14,0.0,52.71417236893812,31.958158929949427,108.73794065402791,32.86495580594275,0.00017849061145413744
thetad3_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5027840476634698,0.2889996423209315,2.089392990183589e-14,2.089392990183589e-14,2.089392990183589e-14,0.0,53.661295469643505,32.49765426266529,110.63865278906297,33.46628270705857,0.0017813705528631693
tau1_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5032757518294645,0.2881155580679316,1.9730909903238557e-14,1.9730909903238557e-14,1.9730909903238557e-14,0.0,53.68614044778029,32.576196848024345,110.64893415681233,33.500061408405024,0.0005025823416460093
tau2_norm_group_by_theta1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.537495640041856,2.845376941680937,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.4964117401892006,0.28920693873534464,-2.5973787450994133e-15,-2.5973787450994133e-15,-2.5973787450994133e-15,0.0,52.98433387061273,32.10942830661877,109.33597695754776,33.028175906212894,0.00017849061145413744
theta1_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57339.999999999985,57339.999999999985,57339.999999999985,0.0,1.8847349999999998,-1.884729,0.014966808161841648,1.0806832349318438,-1.0426267355621913e-15,-1.0426267355621913e-15,-1.0426267355621913e-15,0.0,1.746924198905803,1.4522960274377914,4.153363061314189,-0.2827362683804379,0.0001704147284241127
theta2_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.8833060000000001,-1.8834830000000002,0.019110278165329616,1.0942143680075167,-1.4809089782519757e-13,-1.4809089782519757e-13,-1.4809089782519757e-13,0.0,1.1167982815738313,0.6804099314231283,2.117631947436639,0.20313007525159202,0.15586600501376016
theta3_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.8847369999999999,-1.8844490000000003,0.005012923787931634,1.0823315343355062,5.205999431345669e-16,5.205999431345669e-16,5.205999431345669e-16,0.0,0.5333058938797313,1.2110266107934913,1.9941330268582689,-0.9880712040511964,0.01740578984781823
thetad1_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.884923,-1.8846319999999999,-0.018445002267178236,1.0922857197923568,4.299691912592295e-16,4.299691912592295e-16,4.299691912592295e-16,0.0,-2.3128183743013233,1.4581012523180932,0.36634229251786526,-4.86082018436284,0.00017041472842411267
thetad2_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.8823869999999998,-1.884785,-0.023741322462504356,1.09232381616856,-1.892191085626534e-15,-1.892191085626534e-15,-1.892191085626534e-15,0.0,-2.958883033421031,1.6429033173560883,-0.3662794861471778,-6.016803706286806,0.025446906398907256
thetad3_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.8847459999999998,-1.883916,0.0109071346355075,1.0891419700284863,2.436499879653184e-15,2.436499879653184e-15,2.436499879653184e-15,0.0,1.2484317707825203,1.3307801877635423,3.2583423312505717,-0.571037279379359,0.0009146177552029749
tau1_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,0.599955,-0.599783,0.004016043948378096,0.34566318340530405,-6.79180801498376e-16,-6.79180801498376e-16,-6.79180801498376e-16,0.0,0.4153123155607609,1.1978976392744054,1.9243733279308597,-1.047889626811252,0.06967477911413071
tau2_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57339.99999999999,57339.99999999999,57339.99999999999,0.0,0.599912,-0.599707,-0.004202044645971399,0.3469381386387554,6.771392941384176e-17,6.771392941384176e-17,6.771392941384176e-17,0.0,-0.5864623177375732,1.1680740911430973,1.3539966829734698,-1.7954855720253173,0.00020732927532421657
theta1_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57339.999999999985,57339.999999999985,57339.999999999985,0.0,1.0,0.0,0.5039697442824342,0.28669413872419097,8.8428238765632e-15,8.8428238765632e-15,8.8428238765632e-15,0.0,53.75095839167478,32.586720890211936,110.84634129039418,33.43012591686861,0.0001704147284241127
theta2_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5050968552168252,0.2904899552397324,-2.7936742846696374e-13,-2.7936742846696374e-13,-2.7936742846696374e-13,0.0,48.32244426352648,21.543304957881062,85.47474388631065,33.06150271304487,0.15586600501376016
theta3_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5012917706337474,0.2871525932483847,-1.3285986575222333e-14,-1.3285986575222333e-14,-1.3285986575222333e-14,0.0,53.48519883631063,32.385920790087766,110.2577716077914,33.483874026623596,0.01740578984781823
thetad1_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.49506825016025013,0.2897651632068923,-4.538219041320118e-15,-4.538219041320118e-15,-4.538219041320118e-15,0.0,52.81277866483563,32.01033376117171,109.01030375490885,32.92230933453417,0.00017041472842411267
thetad2_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.0000000000000002,0.0,0.49401611541429385,0.28995857268225617,4.224274020061375e-14,4.224274020061375e-14,4.224274020061375e-14,0.0,52.70590679231286,31.909376445320387,108.59120825828218,32.97236846325271,0.025446906398907256
thetad3_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5027840476634698,0.2889996423209315,-1.3814146607142473e-15,-1.3814146607142473e-15,-1.3814146607142473e-15,0.0,53.63852619922641,32.48345717022362,110.54017130392758,33.52936426760901,0.0009146177552029749
tau1_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5032757518294645,0.2881155580679316,-6.111292623210439e-16,-6.111292623210439e-16,-6.111292623210439e-16,0.0,53.7041505607974,32.52960250385936,110.590682917823,33.59441811741094,0.06967477911413071
tau2_norm_group_by_theta2_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.544820369724451,2.89202206471062,57339.99999999999,57339.99999999999,57339.99999999999,0.0,1.0,0.0,0.4964117401892006,0.28920693873534464,-1.1291097364240977e-14,-1.1291097364240977e-14,-1.1291097364240977e-14,0.0,52.96263424472046,32.100496516886174,109.41826201044752,33.0401776960629,0.00020732927532421657
theta1_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.8847349999999998,-1.884729,0.014966808161841648,1.0806832349318438,-6.51578926228649e-16,-6.51578926228649e-16,-6.51578926228649e-16,0.0,1.7471481973780487,1.4548267716599126,4.1593197252871255,-0.2865136195772559,0.004384478840149195
theta2_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.8833060000000001,-1.8834830000000002,0.019110278165329616,1.0942143680075167,-1.2869732468853266e-16,-1.2869732468853266e-16,-1.2869732468853266e-16,0.0,2.2542185029380124,1.5982330345916824,5.064968455153017,0.2901071982921393,0.00017849061145413744
theta3_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.8847369999999999,-1.8844490000000003,0.005012923787931634,1.0823315343355062,-5.668905563508105e-14,-5.668905563508105e-14,-5.668905563508105e-14,0.0,0.2539669330786907,0.7655358511737119,1.41380221114087,-0.6989766206080191,0.09373584210477287
thetad1_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.884923,-1.8846319999999999,-0.018445002267178236,1.0922857197923568,-7.735857792980964e-16,-7.735857792980964e-16,-7.735857792980964e-16,0.0,-2.317982133095821,1.4617898636489288,0.3670395237732566,-4.878600169191875,0.00017849061145413744
thetad2_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.8823869999999998,-1.884785,-0.023741322462504356,1.09232381616856,-6.016437642147212e-16,-6.016437642147212e-16,-6.016437642147212e-16,0.0,-2.960824620062566,1.6552281747662128,-0.36706026956908916,-6.045253979543495,0.0038575645531189885
thetad3_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.8847459999999998,-1.883916,0.0109071346355075,1.0891419700284863,1.293372180892361e-15,1.293372180892361e-15,1.293372180892361e-15,0.0,1.250366175173349,1.3312958226942182,3.2644794788254936,-0.567101259038505,0.03690828970461307
tau1_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,0.599955,-0.599783,0.004016043948378096,0.34566318340530405,2.0374003037581607e-16,2.0374003037581607e-16,2.0374003037581607e-16,0.0,0.4160831452991586,1.1975804742980674,1.923979810430973,-1.0445322605010483,0.07926000457430203
tau2_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,0.599912,-0.599707,-0.004202044645971399,0.3469381386387554,1.6235199589936496e-15,1.6235199589936496e-15,1.6235199589936496e-15,0.0,-0.5872841648164547,1.1686466266029696,1.3543517034604675,-1.799474295273506,0.00017849061145413744
theta1_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5039697442824342,0.28669413872419097,-2.6362175479865683e-14,-2.6362175479865683e-14,-2.6362175479865683e-14,0.0,53.763099138604694,32.584164890414456,110.86885000511965,33.54873422909149,0.004384478840149195
theta2_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5050968552168252,0.2904899552397324,-1.615918889887311e-16,-1.615918889887311e-16,-1.615918889887311e-16,0.0,53.90558176831192,32.660685447097556,111.14523033388429,33.63808185089493,0.00017849061145413744
theta3_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5012917706337474,0.2871525932483847,2.8896539494401464e-14,2.8896539494401464e-14,2.8896539494401464e-14,0.0,48.07361759682988,21.553479330506388,85.56842718394282,32.367106836876104,0.09373584210477287
thetad1_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.49506825016025013,0.2897651632068923,-9.477240962416613e-15,-9.477240962416613e-15,-9.477240962416613e-15,0.0,52.813188543709614,31.98385822923905,108.91100774802364,32.927621172062736,0.00017849061145413744
thetad2_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0000000000000002,0.0,0.49401611541429385,0.28995857268225617,3.077981893017374e-14,3.077981893017374e-14,3.077981893017374e-14,0.0,52.69406605152156,31.943322117373746,108.68989292609366,32.85639599726224,0.0038575645531189885
thetad3_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5027840476634698,0.2889996423209315,1.1088992892218528e-14,1.1088992892218528e-14,1.1088992892218528e-14,0.0,53.62889300651504,32.483455317161706,110.54014142526349,33.466365396774734,0.03690828970461307
tau1_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.5032757518294645,0.2881155580679316,1.9962163619313365e-14,1.9962163619313365e-14,1.9962163619313365e-14,0.0,53.696170045123935,32.56668472474478,110.70806746646105,33.50469442367335,0.07926000457430203
tau2_norm_group_by_theta3_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.506627136379491,2.8597994278437113,57340.0,57340.0,57340.0,0.0,1.0,0.0,0.4964117401892006,0.28920693873534464,-2.548117051508471e-14,-2.548117051508471e-14,-2.548117051508471e-14,0.0,52.98264952306397,32.11080857234412,109.31258431214118,33.03050600706474,0.00017849061145413744
theta1_group_by_thetad1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.451691663760028,2.883631886189852,57340.0,57340.0,57340.0,0.0,1.8847349999999998,-1.884729,0.014966808161841648,1.0806832349318438,8.690339394306007e-17,8.690339394306007e-17,8.690339394306007e-17,0.0,1.7435532861537857,1.4504691301134194,4.1463952794934835,-0.2864002300639522,0.00018566298888029537
theta2_group_by_thetad1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.451691663760028,2.883631886189852,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.8833060000000001,-1.8834830000000002,0.019110278165329616,1.0942143680075167,1.7604568741204288e-15,1.7604568741204288e-15,1.7604568741204288e-15,0.0,2.2405837869622207,1.584834249141347,5.016705141107117,0.2898087178317554,0.001069854244522524
theta3_group_by_thetad1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.451691663760028,2.883631886189852,57340.00000000001,57340.00000000001,57340.00000000001,0.0,1.8847369999999999,-1.8844490000000003,0.005012923787931634,1.0823315343355062,-1.518437652005749e-15,-1.518437652005749e-15,-1.518437652005749e-15,0.0,0.5373336330895437,1.2110661687871602,1.9968022193044055,-0.9751526999284292,0.00017041472842411267
thetad1_group_by_thetad1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.451691663760028,2.883631886189852,57340.000000000015,57340.000000000015,57340.000000000015,0.0,1.884923,-1.8846319999999999,-0.018445002267178236,1.0922857197923568,4.2240043821301425e-14,4.2240043821301425e-14,4.2240043821301425e-14,0.0,-1.184634491430169,0.6501821888920633,0.2593449792407905,-1.841801831216058,0.0019267611261684556
thetad2_group_by_thetad1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.451691663760028,2.883631886189852,57340.0,57340.0,57340.0,0.0,1.8823869999999998,-1.884785,-0.023741322462504356,1.09232381616856,-1.7619764735594527e-15,-1.7619764735594527e-15,-1.7619764735594527e-15,0.0,-2.9595032054728856,1.6496721958682337,-0.3643526792058132,-6.031402959771302,0.0001704147284241127
thetad3_group_by_thetad1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.451691663760028,2.883631886189852,57340.0,57340.0,57340.0,0.0,1.8847459999999998,-1.883916,0.0109071346355075,1.0891419700284863,4.3107482804752187e-17,4.3107482804752187e-17,4.3107482804752187e-17,0.0,1.255441202564324,1.3349404727652745,3.2688677854209787,-0.5663478595350878,0.00047594239452714796
tau1_group_by_thetad1_disc_and_mean,2,1,1,False,False,True,False,11.0,1.0,5.451691663760028,2.883631886189852,57340.0,57340.0,57340.0,0.0,0.599955,-0.599783,0.004016043948378096,0.34566318340530405,-1.4935091014476389e-15,-1.4935091014476389e-15,-1.4935091014476389e-15,0.0,0.4167923333693609,1.1982951953199152,1.9236286550023882,-1.0446141396943982,0.0002376608483823782
