0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|97|98|99|100|101|102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120|121|122|123|124|125|126|127|128|129|130|131|132|133|134|135|136|137|138|139|140|141|142|143
0|0|0|0|0|0|0|0|0|0|0|0|-0.555556|0|0|0|0|0|0|0|0|1|-0.8|0|0|1|1|0|0|0|0|0|0|1|0|0|1|1|0|0|1|0|0.657143|0|1|0|0|0|0|0|0|0|1|0|0|0.652174|0|0|-0.478261|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|-0.744681|0|0|0|0|-0.5862069999999999|0|0|0|0|0|0|0|0|1|0|1|0|0
1|0|0|0|0|0|0|0|0|0|0|0|-0.744681|0|0|0|1|0|0|0|0|1|-0.478261|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1.7714299999999998|0|2|1|1|0|1|0|0|0|0|0|1|0.564516|1|0|-0.8064520000000001|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|1|0|0|1|0|1|1|0|1|0|0|0|0|0|1|0|0|1|0|1|-0.75|0|0|0|0|-0.781818|1|0|1|0|0|1|0|0|0|0|0|0|0
0|0|0|0|0|1|0|0|0|0|0|0|-0.625|0|0|0|0|0|0|0|0|1|-0.666667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.771429|0|0|0|0|0|0|0|0|0|0|0|0|1.25926|0|0|-0.555556|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|-0.636364|0|0|0|0|-0.657143|0|0|0|0|0|0|0|0|0|0|0|0|0
0|0|1|0|0|1|0|0|0|0|0|0|-0.555556|0|1|0|0|0|0|0|0|0|9.28571|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0.857143|0|0|0|0|0|0|0|0|0|0|0|0|0.2|0|0|-0.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|-0.5862069999999999|0|0|0|0|-0.571429|0|0|0|0|0|0|0|0|0|1|1|0|0
0|0|0|0|0|0|0|0|0|0|0|0|-0.707317|0|0|0|0|0|0|0|1|1|-0.707317|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|1|1|1|0|1.2|0|5|0|0|0|0|0|0|0|1|0|0|0.9047620000000001|1|0|-0.714286|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|-0.714286|0|0|0|0|-0.692308|1|1|1|0|0|0|1|1|1|0|1|0|0
0|0|0|0|0|1|0|0|0|0|0|0|-0.625|0|0|0|0|0|0|0|0|1|-0.333333|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1.05714|0|0|0|0|0|0|0|0|0|0|1|0|0.297297|0|0|-0.675676|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.555556|0|0|0|0|-0.636364|0|0|0|0|0|0|0|0|1|0|0|0|0
0|1|0|0|0|0|1|0|0|0|1|0|-0.7|0|0|0|1|1|0|0|0|1|-0.764706|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|1.25714|0|2|1|0|0|0|0|0|0|0|0|0|1.02273|0|0|-0.727273|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.52|0|0|0|0|-0.7209300000000001|0|0|1|0|0|0|1|0|1|0|0|0|0
0|0|0|0|0|0|1|0|0|0|1|0|-0.612903|0|0|0|1|0|1|0|1|0|-0.612903|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|1|1|0|0|1.51429|0|4|0|0|1|0|0|0|0|1|0|0|1.0|1|1|-0.7735850000000001|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|1|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|-0.538462|0|0|0|0|-0.769231|1|0|1|1|0|0|0|0|0|1|1|0|0
0|0|0|0|0|0|1|0|1|0|0|1|-0.657143|0|0|0|0|0|0|0|0|0|-0.368421|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1.34286|0|2|0|0|0|0|0|0|0|0|0|0|0.723404|0|0|-0.744681|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|1|0|0|1|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.538462|0|0|0|0|-0.657143|1|0|1|0|0|0|1|0|0|0|0|0|0
0|0|0|0|0|1|0|0|0|0|0|0|-0.75|0|0|0|0|0|0|0|0|1|-0.7391300000000001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1.4285700000000001|0|0|0|0|1|0|0|0|0|0|0|0|0.16|0|0|-0.76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-0.636364|0|0|0|0|-0.5862069999999999|0|0|0|0|0|0|0|0|0|1|0|0|0
0|0|0|0|0|0|0|0|0|0|0|0|-0.52|1|0|0|0|0|0|0|0|0|-0.657143|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|1|1|1|0|0.9714290000000001|0|3|0|0|0|0|0|0|0|0|0|0|1.52941|1|0|-0.647059|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|0|0|1|0|1|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.52|0|0|0|0|-0.793103|1|0|1|0|0|0|0|0|1|0|0|0|0
0|0|0|0|0|1|0|0|0|0|0|0|-0.7|0|0|0|0|0|0|0|0|1|-0.684211|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1.02857|0|0|0|0|0|0|0|0|0|1|0|0|0.583333|0|0|-0.666667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|-0.478261|0|0|0|0|-0.744681|0|0|0|0|0|1|0|0|0|1|0|0|0
0|1|0|0|0|0|0|0|0|0|0|0|-0.6|0|0|0|0|0|0|0|1|0|-0.636364|0|1|1|0|0|0|0|0|0|1|0|0|0|0|1|1|1|0|0|1.4571399999999999|0|5|0|0|0|0|0|0|0|0|0|0|1.3137299999999998|1|0|-0.764706|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|1|1|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0|-0.538462|0|0|0|0|-0.666667|1|0|1|0|0|0|0|1|0|1|1|0|0
0|0|0|0|0|0|0|0|0|0|0|0|-0.781818|0|0|0|0|0|0|0|1|1|-0.7|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|1|1|0|1.17143|0|3|0|0|0|0|0|0|0|1|0|0|1.56098|1|0|-0.707317|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-0.625|0|0|0|0|-0.727273|1|0|1|0|0|0|0|0|0|1|1|0|0
0|0|0|0|0|1|0|0|0|0|0|0|-0.769231|0|0|0|0|0|0|0|0|0|-0.727273|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0.942857|0|0|0|0|0|0|0|0|0|0|0|0|0.454545|0|0|-0.636364|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|-0.52|0|0|0|0|-0.555556|0|0|0|0|0|0|0|0|1|0|0|0|0
0|1|0|0|0|1|1|0|1|0|0|1|-0.612903|0|0|0|0|0|1|0|0|1|-0.4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1.08571|0|0|0|0|0|0|0|0|0|0|0|0|0.578947|0|0|-0.684211|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|-0.4|0|0|0|1|-0.657143|0|0|0|0|0|0|0|0|0|1|1|0|1
0|0|0|0|0|1|0|0|0|0|1|0|-0.666667|1|0|0|0|0|1|0|0|1|-0.6|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|0|1|3.31429|0|5|0|0|0|0|0|1|0|1|0|0|0.896552|1|1|-0.896552|0|0|1|0|0|0|0|0|1|1|1|0|0|1|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|1|0|1|1|0|1|0|0|0|1|0|1|1|0|1|1|0|0|0|0|0|1|0|1|0|1|0|0|0|-0.684211|1|0|1|0|-0.75|1|0|1|0|0|0|0|0|1|1|0|0|0
0|0|0|1|0|1|0|0|0|0|0|0|-0.75|0|0|0|0|0|0|0|0|0|-0.684211|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.8857139999999999|0|0|0|0|0|0|0|0|0|0|0|0|0.258065|0|0|-0.612903|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|1|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|-0.707317|0|0|0|0|-0.5862069999999999|0|0|0|0|0|0|1|0|0|1|0|0|0
0|0|0|0|0|0|1|0|0|0|1|1|-0.5862069999999999|0|0|0|0|0|1|1|1|1|-0.6|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1.97143|0|3|0|0|0|0|0|0|0|1|0|0|0.40579699999999996|1|0|2.82609|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|1|1|0|0|0|1|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|-0.5862069999999999|0|0|0|0|-0.785714|1|0|1|1|0|1|1|0|1|0|1|0|0
0|0|0|0|0|0|0|0|1|1|1|0|-0.7391300000000001|0|0|0|0|0|0|0|1|0|-0.707317|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1.11429|0|3|0|0|1|0|0|0|0|1|0|0|0.8205129999999999|1|0|-0.692308|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|1|0|0|1|0|0|0|1|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|-0.636364|0|0|0|0|-0.478261|1|0|1|0|0|0|1|0|0|1|0|0|0
1|0|0|0|1|0|1|0|0|1|0|0|-0.571429|0|0|0|1|0|0|0|1|1|-0.7735850000000001|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|1|1|0|1|2.34286|0|6|0|0|0|1|0|0|0|1|0|1|0.9878049999999999|1|0|-0.8536590000000001|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|1|1|1|1|1|0|1|1|0|0|0|0|1|0|0|1|0|0|1|0|1|-0.707317|0|0|1|1|-0.571429|0|1|1|0|0|0|0|1|1|1|0|0|0
0|0|0|0|0|1|1|0|0|0|0|1|-0.52|0|0|0|0|1|1|0|0|1|-0.666667|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.8857139999999999|0|0|1|0|0|0|0|0|0|0|0|0|0.8709680000000001|0|0|-0.612903|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|-0.647059|0|0|0|0|-0.714286|0|1|0|0|0|0|0|0|0|1|1|0|0
0|0|0|0|0|0|0|0|1|0|1|0|-0.769231|0|0|1|0|0|0|0|1|1|-0.714286|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|1|1|0|0|1.4285700000000001|0|4|0|0|0|0|0|0|0|1|0|1|1.02|1|1|-0.76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|1|0|0|1|1|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|-0.803279|0|0|0|0|-0.8125|1|0|1|0|0|0|0|0|0|0|1|0|0
0|0|0|0|0|0|0|0|0|0|1|0|-0.5862069999999999|0|0|0|1|0|1|0|1|1|-0.675676|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|1.31429|0|3|0|1|0|0|0|0|0|0|0|0|2.21739|1|1|-0.7391300000000001|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0|1|0|1|0|1|0|0|0|1|0|1|1|0|1|0|1|0|0|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|-0.8125|0|0|0|0|-0.714286|1|0|1|0|0|0|1|0|0|1|0|0|0
1|0|0|0|0|0|0|0|1|0|1|0|-0.625|1|0|0|1|0|1|0|0|1|-0.6|0|0|1|1|0|0|0|1|0|1|0|0|0|0|1|1|1|0|1|1.8571400000000002|0|6|0|1|0|0|0|0|0|1|0|1|1.04615|1|1|-0.815385|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|1|1|0|0|0|0|1|0|0|0|0|0|0|1|0|-0.675676|0|0|0|0|-0.555556|1|0|1|0|0|0|0|0|0|0|0|0|0
